case,seed,success,final_stage,total_stage_time_sec,video_recorded,video_duration_sec,failure_message
case_001,5008,False,FAILED,19.151,False,,"Pre-insert planning failed: arm: MoveIt failed to produce a valid trajectory (INVALID_MOTION_PLAN, code=-2).; retry failed: MoveIt failed to produce a valid trajectory (INVALID_MOTION_PLAN, code=-2).; mobile_arm: MoveIt failed to produce a valid trajectory (INVALID_MOTION_PLAN, code=-2).; retry failed: MoveIt failed to produce a valid trajectory (INVALID_MOTION_PLAN, code=-2)."
